annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,prompt_variant
1467,734,gpt-4o-2024-08-06,reply,"@megynkelly The fact check to your comments is linked in the original post. Schools can put tampons wherever they want. And also, it’s a tampon who gives a shit? You should click the link and then ponder if your sad climb back into MAGA world is worth it. From here it seems pretty dark!",13,2026-03-16 18:32:05,20260316_1530,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,2,"The tweet includes terms that increase distrust or distance, such as 'sad climb back into MAGA world'.",2,"The tweet presents a partisan stance with emotion or exaggeration, questioning the value of returning to 'MAGA world'.",A
1468,734,gpt-4o-2024-08-06,reply,"@megynkelly The fact check to your comments is linked in the original post. Schools can put tampons wherever they want. And also, it’s a tampon who gives a shit? You should click the link and then ponder if your sad climb back into MAGA world is worth it. From here it seems pretty dark!",12,2026-03-16 18:32:11,20260316_1530,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,1,There is no endorsement of norm-violating conduct or related factors.,1,There is no acceptance of political aggression or related factors.,1,There is no tolerance of authoritarian candidates or related factors.,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,1,There is no outparty avoidance or related factors.,2,The tweet includes emotion or exaggeration with phrases like 'sad climb back into MAGA world'.,B
1469,735,gpt-4o-2024-08-06,tweet,"Creepy Trump should learn a thing or two from Gov. Tim Walz. 

Donald Trump only cares about Donald Trump. https://t.co/TA101xFrOu",13,2026-03-16 18:32:17,20260316_1530,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,1,No biased evaluation of politicized facts.,A
1470,735,gpt-4o-2024-08-06,tweet,"Creepy Trump should learn a thing or two from Gov. Tim Walz. 

Donald Trump only cares about Donald Trump. https://t.co/TA101xFrOu",14,2026-03-16 18:32:23,20260316_1530,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,2,Partisan name-calling with 'Creepy Trump'.,1,No distortion of factual claims.,B
1471,736,gpt-4o-2024-08-06,reply,"Trump on questions about his strategy: ""All we have to do is define our opponent as being a communist or a socialist or somebody that's gonna destroy our country.""

He then takes a shot at Nikki Haley and says, ""I think I'm doing a very calm campaign."" https://t.co/SgcXDcihgF",14,2026-03-16 18:32:29,20260316_1530,2,Partisan name-calling is present with terms like 'communist' and 'socialist'.,2,Emotion or exaggeration is present in the claim that opponents will 'destroy our country'.,1,No support for partisan violence is evident.,1,No support for undemocratic candidates is evident.,2,Emotion or exaggeration is present in the claim that opponents will 'destroy our country'.,2,Emotion or exaggeration is present in the claim that opponents will 'destroy our country'.,2,Terms like 'communist' and 'socialist' increase distrust and distance.,2,Emotion or exaggeration is present in the claim that opponents will 'destroy our country'.,A
1472,736,gpt-4o-2024-08-06,reply,"Trump on questions about his strategy: ""All we have to do is define our opponent as being a communist or a socialist or somebody that's gonna destroy our country.""

He then takes a shot at Nikki Haley and says, ""I think I'm doing a very calm campaign."" https://t.co/SgcXDcihgF",14,2026-03-16 18:32:35,20260316_1530,2,Partisan name-calling with terms like 'communist' or 'socialist'.,2,Emotion or exaggeration in defining opponents as threats to the country.,1,No support for partisan violence or aggression.,1,No support for undemocratic candidates.,2,Partisan name-calling reduces trust.,2,Emotion or exaggeration in describing opponents.,2,Terms like 'communist' or 'socialist' increase distrust.,2,Partisan stance with exaggeration in defining opponents.,B
1473,737,gpt-4o-2024-08-06,tweet,MAGA’s rhetoric that America is broken is wrong. Our constant fight for freedom is what makes America great. https://t.co/crlJiUp75g,9,2026-03-16 18:32:42,20260316_1530,2,The tweet uses 'MAGA's rhetoric' which implies partisan name-calling.,1,The tweet does not show support for undemocratic practices or use name-calling or exaggeration related to such practices.,1,There is no support for partisan violence or related name-calling or exaggeration.,1,The tweet does not show support for undemocratic candidates.,1,There is no opposition to bipartisanship or related name-calling or exaggeration.,1,The tweet does not express social distrust or use related name-calling or exaggeration.,1,There is no language that increases social distance or related emotion or exaggeration.,1,The tweet does not present a biased evaluation of politicized facts or use related emotion or exaggeration.,A
1474,737,gpt-4o-2024-08-06,tweet,MAGA’s rhetoric that America is broken is wrong. Our constant fight for freedom is what makes America great. https://t.co/crlJiUp75g,8,2026-03-16 18:32:46,20260316_1530,1,No partisan name-calling or emotional exaggeration present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or threatening tactics.,1,No support for undemocratic candidates or behavior.,1,No rejection of cross-party cooperation or emotional exaggeration.,1,No generalized interpersonal suspicion or emotional exaggeration.,1,No terms that increase distrust or events that damage communities.,1,No partisan distortion of factual claims or emotional exaggeration.,B
1475,738,gpt-4o-2024-08-06,tweet,"Here are Seven Things Donald Trump Has Done.

1.  He politicizes independent institutions
2.  He crushes dissent
3.  He spreads misinformation
4.  He targets vulnerable communities
5.  He corrupts elections
6.  He stokes violence

It’s also the Authoritarian Playbook.",18,2026-03-16 18:32:52,20260316_1530,2,Emotion or exaggeration is present in the language describing Trump's actions.,3,"The tweet accuses Trump of undemocratic practices such as corrupting elections and politicizing institutions, with emotional language.",2,"The tweet accuses Trump of stoking violence, which is an emotional claim.",2,The tweet implies Trump is an undemocratic candidate by listing authoritarian actions.,2,"Emotion or exaggeration is present in the accusations against Trump, reducing trust.",2,"Emotion or exaggeration is present in the accusations against Trump, reducing trust.",2,"The tweet uses terms that increase distrust and distance, such as 'authoritarian playbook'.",3,The tweet presents a biased evaluation of Trump's actions with emotional language.,A
1476,738,gpt-4o-2024-08-06,tweet,"Here are Seven Things Donald Trump Has Done.

1.  He politicizes independent institutions
2.  He crushes dissent
3.  He spreads misinformation
4.  He targets vulnerable communities
5.  He corrupts elections
6.  He stokes violence

It’s also the Authoritarian Playbook.",20,2026-03-16 18:32:57,20260316_1530,2,Emotion or exaggeration is present in the language describing Trump's actions.,3,"Supports undemocratic practices by listing actions like politicizing institutions and corrupting elections, with emotion or exaggeration.",3,"Mentions stoking violence, which supports partisan violence, with emotion or exaggeration.",3,"Supports undemocratic behavior by listing authoritarian actions, with emotion or exaggeration.",2,Emotion or exaggeration is present in the description of Trump's actions.,2,Emotion or exaggeration is present in the description of Trump's actions.,2,Terms like 'targets vulnerable communities' increase distrust and distance.,3,Presents political facts with a partisan stance and uses emotion or exaggeration.,B
1477,739,gpt-4o-2024-08-06,quote,"Still doing his thing with the rest of us on @unauthorizedTV.

He wasn't deplatformed for any controversial statement. 

He was punished because his ""Truth/Untruth About Donald Trump"" videos swayed hundreds of thousands of voters in 2016.
Myself included.",9,2026-03-16 18:33:03,20260316_1530,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or related language.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,2,"Mentions 'Truth/Untruth About Donald Trump' videos swaying voters, indicating a partisan stance.",A
